procurement-id_id-approvisionnement,Project-number_Numéro-de-projet,Vendor-name_Nom-du-fournisseur,Payment-date_Date-de-paiement,Proper-Invoice-Received-Date_date-de-réception-de-la-facture-en-règle
EJ19640084,R.041736.905,"CUMMINS EST DU CANADA SEC",2017-06-22,2017-05-29
EJ19651337,R.026001.075,"CUMMINS EST DU CANADA SEC",2017-06-22,2017-05-29
EJ19660538,R.041736.297,"SIEMENS CANADA LIMITED",2017-06-22,2017-02-09
EJ19661491,R.041736.020,"HONEYWELL LIMITED/HONEYWELL LIMITEE",2017-06-22,2017-06-06
EJ19662558,R.026001.070,"CPE DIVISION B INC",2017-06-22,2017-05-29
EB10170337,R.077533.001,"DEXTER CONSTRUCTION COMPANY LIMITED",2017-06-22,2017-05-08
EQ75170996,R.076951.019,"MAPLE REINDERS CONSTRUCTORS LTD.",2017-06-22,2017-05-29
EQ75170996,R.076951.139,"MAPLE REINDERS CONSTRUCTORS LTD.",2017-06-22,2017-05-29
EQ75170996,R.076951.239,"MAPLE REINDERS CONSTRUCTORS LTD.",2017-06-22,2017-05-29
EQ75170996,R.076951.339,"MAPLE REINDERS CONSTRUCTORS LTD.",2017-06-22,2017-05-29
EQ75170996,R.076951.439,"MAPLE REINDERS CONSTRUCTORS LTD.",2017-06-22,2017-05-29
EQ75170996,R.076951.539,"MAPLE REINDERS CONSTRUCTORS LTD.",2017-06-22,2017-05-29
EQ75170996,R.076951.639,"MAPLE REINDERS CONSTRUCTORS LTD.",2017-06-22,2017-05-29
EQ75170996,R.076951.739,"MAPLE REINDERS CONSTRUCTORS LTD.",2017-06-22,2017-05-29
EQ75170996,R.076951.839,"MAPLE REINDERS CONSTRUCTORS LTD.",2017-06-22,2017-05-29
EQ75170996,R.076951.939,"MAPLE REINDERS CONSTRUCTORS LTD.",2017-06-22,2017-05-29
EQ75470673,R.079784.001,"CITYCORE CONSTRUCTION INC.",2017-06-22,2017-05-29
EQ75162678,R.076951.059,"ELLISDON CIVIL LTD, CHANT LTD,",2017-06-22,2017-05-29
EQ75162678,R.076951.809,"ELLISDON CIVIL LTD, CHANT LTD,",2017-06-22,2017-05-29
EQ75162678,R.076951.909,"ELLISDON CIVIL LTD, CHANT LTD,",2017-06-22,2017-05-29
EQ75162678,R.076951.999,"ELLISDON CIVIL LTD, CHANT LTD,",2017-06-22,2017-05-29
E151176001,R.016017.001,"EVERGREEN BUILDING MAINTENANCE INC.",2017-06-22,2017-05-29
EJ19620270,R.041736.174,"THYSSENKRUPP ELEVATOR (CANADA)",2017-06-23,2017-05-30
E02268C004,R.029903.001,"OTIS CANADA INC",2017-06-23,2017-06-06
EJ1960401,R.041736.266,"OTIS CANADA INC",2017-06-23,2017-05-30
EN19603874,R.041736.166,"OTIS CANADA INC",2017-06-23,2017-05-25
EP67151357,R.064703.104,"GRAEBECK CONSTRUCTION LTD",2017-05-24,2017-03-29
EV38571797,R.082806.001,"PCL CONSTRUCTION MANAGEMENT INC.",2017-06-23,2017-05-26
700364864,R.073614.331,"TEKNION LIMITED",2017-06-23,2017-05-30
E020961645,R.076692.001,"ELLISDON CORPORATION",2017-06-23,2017-05-30
EQ75171222,R.079175.009,"LOUIS W. BRAY CONSTRUCTION LIMITED",2017-06-23,2017-05-30
EQ151518,,"GDI SERVICES (CANADA) LP",2017-05-24,2017-04-30
E899152075,R.016014.001,"PRIME BUILDING MAINTENANCE LTD.",2017-06-23,2017-05-29
EQ75472349,R.072851.001,"EMMONS & MITCHELL CONSTRUCTION",2017-06-23,2017-05-30
EE52070531,R.072436.001,"9275-0181 QUÉBEC INC.",2017-06-23,2017-05-30
EP07733073,,"THYSSENKRUPP ELEVATOR (CANADA)",2017-05-25,2017-05-01
EJ1961322,,"THYSSENKRUPP ELEVATOR (CANADA)",2017-05-25,2017-05-01
EC20132153,R.051357.001,"D.F.S. INC.",2017-05-25,2017-05-01
EA03171358,R.078642.001,"TRAYTOWN BUILDERS LTD",2017-06-24,2017-05-19
EF9447439,R.004236.001,"PROCETECH INC.",2017-06-24,2017-05-31
E899152075,R.016014.001,"PRIME BUILDING MAINTENANCE LTD.",2017-06-24,2017-05-31
EP76162670,R.075351.001,"4083261 CANADA INC.",2017-06-24,2017-05-31
EP75051699,R.029435.327,"ACME FUTURE SECURITY CONTROLS INC.",2017-05-25,2017-05-01
ED00171921,R.079002.004,"ECO-TECHNOLOGIES LTEE",2017-06-24,2017-05-31
EB14470034,R.072239.001,"NCL - NORTHERN CONTRACTING LIMITED",2017-06-24,2017-05-29
EA03162653,R.074469.001,"EASTERN CONTRACTING LIMITED",2017-06-24,2017-05-31
EQ73472828,R.072645.001,"AMHERST ROOFING & SHEETMETAL LTD.",2017-06-24,2017-05-31
EB14471590,R.082137.001,"ACADIAN MARINE & DIVING LTD",2017-06-24,2017-05-31
EA03170356,R.071834.001,"WEIR'S CONSTRUCTION LTD.",2017-06-24,2017-05-31
EE51962420,R.071677.001,"DUOTECH CONSTRUCTION INC.",2017-06-24,2017-05-31
EF95052435,R.003629.001,"NORDMEC CONSTRUCTION INC.",2017-06-24,2017-05-31
EA0317959,R.053663.020,"J.M.J. HOLDINGS LTD.",2017-06-24,2017-05-23
EQ71570976,R.074203.001,"SDI BUILDERS 2010 LTD.",2017-06-24,2017-05-31
EP92271040,R.083678.001,"NITRO CONSTRUCTION LTD.",2017-06-24,2017-05-31
E151176001,R.016017.001,"EVERGREEN BUILDING MAINTENANCE INC.",2017-06-24,2017-05-31
ET25173066,R.084483.001,"ASSOCIATED ENGINEERING (SASK.) LTD.",2017-06-28,2017-06-01
EJ19660460,R.041736.314,"BLACK & MCDONALD LTD.",2017-06-28,2017-06-01
EJ19670508,R.076679.002,"CUMMINS EST DU CANADA SEC",2017-06-28,2017-06-01
EJ19640084,R.041736.905,"CUMMINS EST DU CANADA SEC",2017-06-28,2017-04-25
EP63570974,R.082112.001,"BLACK & MCDONALD LTD.",2017-05-26,2017-05-02
EP63570974,R.082113.001,"BLACK & MCDONALD LTD.",2017-05-26,2017-05-02
EJ19611374,,"THYSSENKRUPP ELEVATOR (CANADA)",2017-05-26,2017-05-02
EJ19642089,R.041736.265,"SIEMENS CANADA LIMITED",2017-06-28,2017-03-08
EJ19641781,R.041736.176,"GENREP LTD/LTEE",2017-06-28,2017-06-03
EC15172943,R.087538.001,"ACADIAN DREDGING LTD",2017-06-28,2017-06-14
EQ75440995,R.089504.010,"SPARK POWER HIGH VOLTAGE SERVICES",2017-06-28,2017-05-31
EA01170840,R.082738.001,"B & R ENTERPRISES LIMITED",2017-06-28,2017-06-01
ET25162743,R.073107.001,"CANOTECH CONSULTANTS LTD",2017-06-28,2017-06-02
E899141458,R.016018.001,"PRIME BUILDING MAINTENANCE LTD.",2017-06-28,2017-05-29
E899141458,R.016019.001,"PRIME BUILDING MAINTENANCE LTD.",2017-06-28,2017-05-29
EJ19651032,R.008617.002,"DATA CENTER TECHNOLOGIES",2017-06-28,2017-04-03
ET25170316,R.075208.001,"WINNIPEG ENVIRONMENTAL",2017-06-28,2017-06-02
EJ19670523,R.064594.555,"LAR-MEX INC.",2017-06-28,2017-06-01
EO20161401,,"IMPERIAL EXCAVATING LIMITED",2017-05-26,2017-05-02
E170601001,R.071314.001,"E.H.EMERY ELECTRIC LTD.",2017-06-28,2017-05-25
EE52073040,R.081006.001,"BRIQUETAL LTÉE",2017-06-28,2017-06-01
EA01162333,R.075288.001,"J-1 CONTRACTING LTD.",2017-06-28,2017-06-01
EE52071061,R.077249.100,"9002-1205 QUÉBEC INC.",2017-06-28,2017-06-02
E020162573,R.016003.001,"ABCO MAINTENANCE SYSTEMS INC.",2017-06-28,2017-06-01
ET25160915,R.076331.001,"HDK CONSULTING INCORPORATED",2017-06-28,2017-06-01
EC01661237,R.061866.001,"ENTREPRISES DE CONSTRUCTION DAWCO I",2017-06-28,2017-06-01
E170983001,R.076293.001,"STORY CONSTRUCTION LTD",2017-06-28,2017-06-01
EA03171099,R.079276.001,"KEAN'S ENTERPRISES LIMITED",2017-06-28,2017-05-26
EQ73070377,R.076726.002,"PROTECK ROOFING & SHEET METAL INC.",2017-06-28,2017-06-01
EE52072160,R.078231.001,"9014-2050 QUEBEC INC",2017-06-28,2017-06-02
EQ75470833,R.079554.001,"POMERLEAU INC.",2017-06-29,2017-06-05
EJ19641781,R.041736.176,"GENREP LTD/LTEE",2017-06-29,2017-06-05
EP67162617,R.080064.002,"DONALD SERVANT ELECTRIC LIMITED",2017-06-29,2017-06-05
EQ75452367,R.050927.102,"MCNALLY CONSTRUCTION INC",2017-06-29,2017-06-05
E899141458,R.016018.001,"PRIME BUILDING MAINTENANCE LTD.",2017-06-29,2017-05-31
E899141458,R.016019.001,"PRIME BUILDING MAINTENANCE LTD.",2017-06-29,2017-05-31
E020942118,R.076517.001,"CCR CONSTRUCTION LTD.",2017-06-29,2017-06-05
EQ73471306,R.073539.001,"1311302 ONTARIO LTD.",2017-06-29,2017-05-30
EE52072712,R.079764.001,"BRIQUETAL LTÉE",2017-06-29,2017-06-05
EF-160790,R.042138.001,"CONSTRUCTION CYBCO INC",2017-06-29,2017-06-05
EA03162828,R.075608.001,"WESJER CONSTRUCTION LTD",2017-06-29,2017-05-31
EF171365,R.067720.800,"CONSTRUCTION GENFOR LTÉE",2017-06-29,2017-06-05
EB14472891,R.087417.001,"RIKJAK CONSTRUCTION LIMITED",2017-06-29,2017-06-05
EC37371384,R.080450.001,"EBC INC",2017-06-30,2017-06-06
EP75813490,R.008609.212,"PCL CONSTRUCTORS CANADA INC.",2017-05-27,2017-04-28
EP75813490,R.008609.257,"PCL CONSTRUCTORS CANADA INC.",2017-05-27,2017-04-28
EP75813490,R.008609.259,"PCL CONSTRUCTORS CANADA INC.",2017-05-27,2017-04-28
EP75813490,R.011801.212,"PCL CONSTRUCTORS CANADA INC.",2017-05-27,2017-04-28
EP75813490,R.011801.257,"PCL CONSTRUCTORS CANADA INC.",2017-05-27,2017-04-28
EP75813490,R.011801.259,"PCL CONSTRUCTORS CANADA INC.",2017-05-27,2017-04-28
EP75813490,R.083328.002,"PCL CONSTRUCTORS CANADA INC.",2017-05-27,2017-04-28
EP75813490,R.083905.212,"PCL CONSTRUCTORS CANADA INC.",2017-05-27,2017-04-28
EP75813490,R.083906.212,"PCL CONSTRUCTORS CANADA INC.",2017-05-27,2017-04-28
EP73170347,R.074878.204,"STELLAIRE CONSTRUCTION INC.",2017-05-27,2017-05-02
700380232,R.089303.001,"ECO-TECHNOLOGIES LTEE",2017-06-30,2017-06-06
ED00171921,R.079002.004,"ECO-TECHNOLOGIES LTEE",2017-06-30,2017-06-06
EQ75471840,R.073089.040,"AVEIRO CONSTRUCTORS LIMITED",2017-05-27,2017-05-01
ET25170990,R.055495.006,"CON-PRO INDUSTRIES CANADA LTD.",2017-06-30,2017-06-06
ET25170990,R.055495.011,"CON-PRO INDUSTRIES CANADA LTD.",2017-06-30,2017-06-06
700370316,R.071030.001,"KASIAN ARCHITECTURE INTERIOR DESIGN",2017-06-30,2017-05-29
EJ19660026,R.010277.114,"JOHNSON CONTROLS CANADA LP",2017-06-30,2017-06-06
E020850548,R.036324.001,"WRIGHT CONSTRUCTION WESTERN INC",2017-06-30,2017-06-06
EQ73070463,R.073376.002,"GULF DEVELOPMENTS INC.",2017-06-30,2017-06-06
ET25171498,R.075212.001,"BOCKSTAEL CONSTRUCTION LIMITED",2017-06-30,2017-06-06
EV38571578,R.076621.001,"HIPPERSON CONSTRUCTION PARTNERSHIP",2017-06-30,2017-06-06
EQ75441656,R.050927.104,"RIGGS ENGINEERING LTD.",2017-07-01,2017-06-07
EC01570904,R.076591.003,"NORTHEAST TREE TRIMMING LTD.",2017-07-01,2017-06-07
EF94472249,R.042032.001,"CONSTRUCTION BUGERE INC",2017-07-01,2017-06-07
EJ19671537,R.041736.228,"JOHNSON CONTROLS CANADA LP",2017-07-01,2017-06-07
EQ75170996,R.076951.019,"MAPLE REINDERS CONSTRUCTORS LTD.",2017-07-01,2017-06-07
EQ75170996,R.076951.139,"MAPLE REINDERS CONSTRUCTORS LTD.",2017-07-01,2017-06-07
EQ75170996,R.076951.239,"MAPLE REINDERS CONSTRUCTORS LTD.",2017-07-01,2017-06-07
EQ75170996,R.076951.339,"MAPLE REINDERS CONSTRUCTORS LTD.",2017-07-01,2017-06-07
EQ75170996,R.076951.439,"MAPLE REINDERS CONSTRUCTORS LTD.",2017-07-01,2017-06-07
EQ75170996,R.076951.539,"MAPLE REINDERS CONSTRUCTORS LTD.",2017-07-01,2017-06-07
EQ75170996,R.076951.639,"MAPLE REINDERS CONSTRUCTORS LTD.",2017-07-01,2017-06-07
EQ75170996,R.076951.739,"MAPLE REINDERS CONSTRUCTORS LTD.",2017-07-01,2017-06-07
EQ75170996,R.076951.839,"MAPLE REINDERS CONSTRUCTORS LTD.",2017-07-01,2017-06-07
EQ75170996,R.076951.939,"MAPLE REINDERS CONSTRUCTORS LTD.",2017-07-01,2017-06-07
EP76040543,R.060749.256,"PCL CONSTRUCTORS CANADA INC.",2017-05-30,2017-04-30
EP76040543,R.078419.255,"PCL CONSTRUCTORS CANADA INC.",2017-05-30,2017-04-30
EP76040543,R.083357.250,"PCL CONSTRUCTORS CANADA INC.",2017-05-30,2017-04-30
EP76040543,R.084419.250,"PCL CONSTRUCTORS CANADA INC.",2017-05-30,2017-04-30
E172401001,R.080256.003,"WESTERN WATERSHED DESIGNS INC.",2017-07-01,2017-06-07
700370646,R.026729.003,"HEROLD ENGINEERING LTD.",2017-05-30,2017-05-06
EC01660846,R.035143.001,"AVONDALE CONSTRUCTION LIMITED",2017-07-05,2017-06-08
EB14471504,R.084349.001,"AVONDALE CONSTRUCTION LIMITED",2017-07-05,2017-06-09
EJ19662008,R.064594.514,"CHUBB EDWARDS A UTC FIRE & SECURITY",2017-07-05,2017-06-09
EE51970902,R.071686.002,"CONSTRUCTION L F G INC",2017-07-05,2017-06-09
EE51970902,R.080331.001,"CONSTRUCTION L F G INC",2017-07-05,2017-06-09
E160345001,R.077720.001,"MICHAEL CUCCIONE",2017-07-05,2017-06-07
E160345001,R.077723.001,"MICHAEL CUCCIONE",2017-07-05,2017-06-07
E160345001,R.078882.001,"MICHAEL CUCCIONE",2017-07-05,2017-06-07
E160345001,R.089161.001,"MICHAEL CUCCIONE",2017-07-05,2017-06-07
E899141487,R.017146.001,"12094 YUKON INC.",2017-07-05,2017-06-06
E172263001,R.082450.001,"WESTERN OIL SERVICES LTD",2017-07-05,2017-05-29
E170776001,R.079746.001,"BERVIN CONSTRUCTION LTD.",2017-07-05,2017-06-05
E170776001,R.079756.001,"BERVIN CONSTRUCTION LTD.",2017-07-05,2017-06-05
EW03871054,R.073456.007,"ARCTIC CANADA CONSTRUCTION LTD.",2017-07-05,2017-06-09
EW03871054,R.073456.008,"ARCTIC CANADA CONSTRUCTION LTD.",2017-07-05,2017-06-09
ET25170457,R.077375.001,"OAKWOOD ROOFING &",2017-07-05,2017-06-08
EQ75450756,R.089504.060,"THE STATE GROUP INC.",2017-07-05,2017-06-03
EE47470313,R.078241.101,"JES CONSTRUCTION INC.",2017-07-05,2017-05-31
E072070/C,R.079450.001,"GREEN TIMBERS LIMITED PARTNERSHIP",2017-07-05,2017-06-08
EJ19270660,R.045645.008,"BLACK & MCDONALD LTD.",2017-05-31,2017-05-03
EQ75461728,R.073089.052,"TAYLOR/HAZELL ARCHITECTS LTD.",2017-07-05,2017-06-08
EC37362242,R.076368.001,"DEBLY ENTERPRISES LIMITED",2017-07-05,2017-06-08
EC15170160,R.050329.002,"GREY ROCK SERVICES INC.",2017-07-05,2017-06-09
EA03172310,R.081909.001,"J.M.J. HOLDINGS LTD.",2017-07-05,2017-06-09
EJ19632660,,"AINSWORTH INC.",2017-05-31,2017-04-30
EQ75471352,R.051672.001,"TERCO CONSTRUCTION LIMITED",2017-07-05,2017-06-08
EQ75461728,R.073089.040,"TAYLOR/HAZELL ARCHITECTS LTD.",2017-05-31,2017-05-02
EJ19513186,R.064594.553,"CHUBB EDWARDS A UTC FIRE & SECURITY",2017-07-06,2017-06-12
EB14472110,R.075924.001,"ALVA CONSTRUCTION LIMITED",2017-07-06,2017-06-12
EP92271048,R.075721.001,"A.I.C. CONSTRUCTION LTD",2017-07-06,2017-06-12
EQ75461422,R.054345.001,"1320376 ONTARIO LTD.",2017-07-06,2017-06-06
E022533381,R.024343.002,"D.F.S. INC.",2017-06-01,2017-01-31
E022533381,R.024343.002,"D.F.S. INC.",2017-06-01,2017-04-30
E022533381,R.024343.002,"D.F.S. INC.",2017-06-01,2017-02-28
E022533381,R.024343.002,"D.F.S. INC.",2017-06-01,2017-03-31
EQ75450756,R.089504.060,"THE STATE GROUP INC.",2017-07-06,2017-06-03
EW03860886,R.077101.001,"CHANDOS CONSTRUCTION LP",2017-07-06,2017-06-12
E170601001,R.071314.001,"E.H.EMERY ELECTRIC LTD.",2017-07-06,2017-06-12
EFA6616152,,"SIEMENS CANADA LIMITED",2017-06-01,2017-04-26
EF66170048,,"SIEMENS CANADA LIMITED",2017-06-01,2017-04-26
ED00162184,R.072545.001,"BRIGHTON CONSTRUCTION INC.",2017-07-06,2017-06-12
ET25170559,R.076331.001,"CRANE STEEL STRUCTURES LTD.",2017-07-06,2017-06-12
EE52071109,R.071652.972,"CONSTRUCTION DERIC INC",2017-07-06,2017-06-12
E144160683,R.064236.006,"BIRD CONSTRUCTION GROUP",2017-07-06,2017-06-12
EV38560931,R.074819.001,"ACADIA CONSTRUCTION MANAGEMENT LTD.",2017-07-06,2017-05-11
E172460001,R.082511.001,"RAMIDA ENTERPRISES LTD.",2017-07-06,2017-05-31
EQ75171545,R.079197.029,"GREYLEITH ENGINEERING AND",2017-07-06,2017-06-12
E172265001,R.078656.001,"SCOTT SPECIAL PROJECTS LTD.",2017-07-06,2017-06-08
EQ75470833,R.079554.001,"POMERLEAU INC.",2017-07-07,2017-06-08
E899141456,R.016016.001,"BEE-CLEAN BUILDING MAINTENANCE",2017-07-07,2017-06-13
EQ75440995,R.089504.010,"SPARK POWER HIGH VOLTAGE SERVICES",2017-07-07,2017-06-13
EA03171866,R.082169.001,"R J G CONSTRUCTION LTD.",2017-07-07,2017-05-29
ED00171921,R.079002.004,"ECO-TECHNOLOGIES LTEE",2017-07-07,2017-06-13
EC01571369,R.067623.001,"SPRINGHILL CONSTRUCTION LIMITED",2017-06-01,2017-05-08
EA03160529,R.087350.001,"J.W. LINDSAY ENTERPRISES LIMITED",2017-07-07,2017-06-02
EC15172663,R.051357.001,"GEMTEC CONSULTING ENGINEERS AND",2017-06-03,2017-05-09
EC37362497,R.076505.003,"FUNDY CONTRACTORS, LTD.",2017-07-08,2017-06-14
EJ19632536,,"SCHINDLER ELEVATOR CORPORATION",2017-06-02,2017-05-02
700370986,R.073614.116,"TEKNION LIMITED",2017-06-02,2017-05-05
700370993,R.073614.116,"TEKNION LIMITED",2017-06-02,2017-05-05
EA03162653,R.074469.001,"EASTERN CONTRACTING LIMITED",2017-07-08,2017-06-14
EQ75471445,R.064667.004,"QUINAN CONSTRUCTION LIMITED",2017-07-08,2017-06-14
EC15162241,R.075620.004,"ARTHUR SIVRET & FILS LTEE",2017-07-08,2017-06-14
EW3870167,R.075711.001,"MCL GROUP LTD.",2017-07-08,2017-06-14
ET25170830,R.076333.001,"WINKLER BUILDING SUPPLIES (1981)",2017-07-08,2017-06-14
E172460001,R.082511.001,"RAMIDA ENTERPRISES LTD.",2017-07-08,2017-05-31
EN19603874,R.041736.166,"OTIS CANADA INC",2017-07-11,2017-06-15
EP78812096,R.041736.302,"OTIS CANADA INC",2017-07-11,2017-06-16
EJ1960401,R.041736.266,"OTIS CANADA INC",2017-07-11,2017-06-16
EV38571797,R.082806.001,"PCL CONSTRUCTION MANAGEMENT INC.",2017-07-11,2017-06-15
EJ19621171,R.041736.535,"TYCO INTEGRATED FIRE & SECURITY",2017-07-11,2017-06-30
EW03861464,R.058364.011,"TEKNION LIMITED",2017-06-03,2017-05-02
EJ19641781,R.041736.176,"GENREP LTD/LTEE",2017-07-11,2017-06-16
EJ19662536,R.041736.809,"GENREP LTD/LTEE",2017-07-11,2017-06-17
EH90060145,R.073422.427,"FOURNIER, GERSOVITZ, MOSS, DROLET &",2017-06-03,2017-05-10
EJ19680830,R.041736.550,"COMPLETE ENTRY SYSTEMS AND SERVICES",2017-07-11,2017-06-15
EQ73471392,R.059827.005,"QUINAN CONSTRUCTION LIMITED",2017-07-11,2017-06-16
EV38561662,R.026175.001,"QUOREX CONSTRUCTION SERVICES LTD",2017-07-11,2017-06-15
E170525001,R.076286.002,"STORY CONSTRUCTION LTD",2017-07-11,2017-06-15
EJ19650574,R.063994.003,"CUMMINS EST DU CANADA SEC",2017-07-12,2017-06-12
EA03172166,R.083487.001,"COADY CONSTRUCTION & EXCAVATING",2017-07-12,2017-06-07
EJ19642113,R.038539.003,"G A L POWER SYSTEMS OTTAWA LTD",2017-07-12,2017-04-25
EP92270923,R.078111.001,"WILDSTONE CONSTRUCTION &",2017-07-12,2017-05-16
EP92270923,R.078111.001,"WILDSTONE CONSTRUCTION &",2017-07-12,2017-06-05
EP92271474,R.082260.001,"W. & R. FOUNDATION SPECIALISTS",2017-07-12,2017-05-15
EJ19660460,R.041736.314,"BLACK & MCDONALD LTD.",2017-07-13,2017-06-19
ET25172880,R.014381.002,"WOOD CANADA LIMITED",2017-06-06,2017-05-11
EP67171663,R.083633.001,"DEFRAN INC.",2017-06-06,2017-05-11
E160345001,R.077720.001,"MICHAEL CUCCIONE",2017-07-13,2017-06-19
E160345001,R.078882.001,"MICHAEL CUCCIONE",2017-07-13,2017-06-19
E160345001,R.089161.001,"MICHAEL CUCCIONE",2017-07-13,2017-06-19
E160345001,R.082589.001,"MICHAEL CUCCIONE",2017-07-13,2017-06-19
E160345001,R.082594.001,"MICHAEL CUCCIONE",2017-07-13,2017-06-19
EQ44750527,R.077324.004,"ONTARIO CLEAN WATER AGENCY",2017-07-13,2017-06-13
EE52071062,R.077243.100,"CONSTRUCTION DERIC INC",2017-07-13,2017-06-19
EP92271041,R.071094.001,"WESTCO CONSTRUCTION LTD.",2017-07-13,2017-06-05
EP92271041,R.071094.001,"WESTCO CONSTRUCTION LTD.",2017-07-13,2017-06-12
E25171473,R.079405.001,"CASTLE ROCK CONSTRUCTION LTD.",2017-07-13,2017-05-31
EF171366,R.079823.002,"CONSTRUCTION SOCAM LTEE",2017-06-06,2017-05-09
E123319002,R.017174.003,"NORTH COUNTRY MAINTENANCE INC.",2017-06-06,2017-05-11
EJ19662246,R.064594.356,"BLACK & MCDONALD LTD.",2017-07-14,2017-06-20
EJ19662246,R.064594.332,"BLACK & MCDONALD LTD.",2017-07-14,2017-06-20
EJ19642714,R.004446.002,"BLACK & MCDONALD LTD.",2017-07-14,2017-06-20
EJ19642714,R.009711.002,"BLACK & MCDONALD LTD.",2017-07-14,2017-06-20
EJ19642714,R.038304.003,"BLACK & MCDONALD LTD.",2017-07-14,2017-06-20
EJ19642714,R.041736.457,"BLACK & MCDONALD LTD.",2017-07-14,2017-06-20
EJ19642714,R.041736.777,"BLACK & MCDONALD LTD.",2017-07-14,2017-06-20
EJ19642714,R.057971.007,"BLACK & MCDONALD LTD.",2017-07-14,2017-06-20
EJ19642714,R.065151.003,"BLACK & MCDONALD LTD.",2017-07-14,2017-06-20
EJ19642714,R.069060.002,"BLACK & MCDONALD LTD.",2017-07-14,2017-06-20
EJ19642714,R.072103.002,"BLACK & MCDONALD LTD.",2017-07-14,2017-06-20
EJ19642714,R.073713.002,"BLACK & MCDONALD LTD.",2017-07-14,2017-06-20
EJ19642714,R.073779.002,"BLACK & MCDONALD LTD.",2017-07-14,2017-06-20
EJ19640084,R.041736.183,"CUMMINS EST DU CANADA SEC",2017-07-14,2017-06-20
EJ19640084,R.041736.423,"CUMMINS EST DU CANADA SEC",2017-07-14,2017-06-20
EJ19640084,R.041736.442,"CUMMINS EST DU CANADA SEC",2017-07-14,2017-06-20
EA03161012,R.075158.001,"R J G CONSTRUCTION LTD.",2017-07-14,2017-05-05
EB14470034,R.072239.001,"NCL - NORTHERN CONTRACTING LIMITED",2017-07-14,2017-06-20
EC37371767,R.075852.001,"BAY CONSTRUCTION MANAGEMENT INC.",2017-07-14,2017-06-05
EA03171669,R.053663.028,"J.M.J. HOLDINGS LTD.",2017-07-14,2017-06-14
EQ75171545,R.079197.029,"GREYLEITH ENGINEERING AND",2017-07-14,2017-06-20
EQ75170968,R.076951.039,"MAPLE REINDERS CONSTRUCTORS LTD.",2017-07-14,2017-06-20
EQ75170968,R.076951.049,"MAPLE REINDERS CONSTRUCTORS LTD.",2017-07-14,2017-06-20
EJ19660460,R.041736.314,"BLACK & MCDONALD LTD.",2017-07-15,2017-06-21
EJ19650923,R.064594.350,"DIRECT ENERGY BUSINESS SERVICES",2017-07-15,2017-06-21
EB20171795,R.083285.001,"ALVA CONSTRUCTION LIMITED",2017-07-15,2017-06-13
EB14461864,R.069956.001,"DEXTER CONSTRUCTION COMPANY LIMITED",2017-07-15,2017-06-06
EJ19670523,R.064594.555,"LAR-MEX INC.",2017-07-15,2017-06-21
EB14472504,R.065476.609,"BRILUN CONSTRUCTION LTD.",2017-07-15,2017-04-30
EQ71071023,R.076919.001,"AVERY CONSTRUCTION LIMITED",2017-07-15,2017-06-21
EE51970536,R.072777.002,"DUOTECH CONSTRUCTION INC.",2017-07-15,2017-06-21
E170983001,R.076293.001,"STORY CONSTRUCTION LTD",2017-07-15,2017-06-21
EP75461586,R.078602.210,"ELLISDON CORPORATION",2017-06-07,2017-05-14
EP92272961,R.079636.001,"BERGEVIN ELECTRICAL CONTRACTING LTD",2017-07-15,2017-06-21
E02268C004,R.029903.001,"OTIS CANADA INC",2017-07-18,2017-06-22
EJ19642089,R.041736.265,"SIEMENS CANADA LIMITED",2017-07-18,2017-06-23
EJ19660087,R.064594.823,"AINSWORTH INC.",2017-07-18,2017-06-23
EJ19640203,R.064594.538,"AINSWORTH INC.",2017-07-18,2017-06-23
E151191001,R.017174.002,"EMCON SERVICES INC.",2017-06-07,2017-05-11
EB14470212,R.075908.003,"LESLIE & BENN CONTRACTING LIMITED",2017-07-18,2017-05-18
EB14470212,R.077288.005,"LESLIE & BENN CONTRACTING LIMITED",2017-07-18,2017-05-18
EQ75471689,R.079143.031,"ELGIN CONTRACTING AND RESTORATION L",2017-06-07,2017-05-09
EA00370205,R.079115.001,"R J G CONSTRUCTION LTD.",2017-07-18,2017-07-05
E425150319,R.016747.001,"JOSEPH BELANGER",2017-07-18,2017-06-23
ED00171921,R.079002.004,"ECO-TECHNOLOGIES LTEE",2017-07-18,2017-06-23
EA01172842,R.083418.001,"BUDGELL'S EQUIPMENT & RENTALS",2017-07-18,2017-06-20
ED00171938,R.073771.009,"QUINAN CONSTRUCTION LIMITED",2017-07-18,2017-06-23
EQ44750527,R.077324.003,"ONTARIO CLEAN WATER AGENCY",2017-07-18,2017-06-22
EJ19671537,R.041736.474,"JOHNSON CONTROLS CANADA LP",2017-07-18,2017-06-23
ET05170450,R.079596.002,"GRAHAM CONSTRUCTION",2017-07-18,2017-06-22
E020850548,R.036324.001,"WRIGHT CONSTRUCTION WESTERN INC",2017-07-18,2017-06-22
EF95052435,R.003629.001,"NORDMEC CONSTRUCTION INC.",2017-07-18,2017-06-23
EV38560931,R.074819.001,"ACADIA CONSTRUCTION MANAGEMENT LTD.",2017-07-18,2017-06-22
E170526001,R.076290.002,"STORY CONSTRUCTION LTD",2017-07-18,2017-06-23
E170807001,R.078882.001,"BOSTON CONSTRUCTION CORP",2017-07-18,2017-06-17
5R074143-2,R.073657.001,"MAPLE HILL PROPERTIES LTD",2017-07-18,2017-06-24
